"","y","x","cat"
"1",0.220035665298592,1990,"Jan"
"2",-0.515071094637172,1990.08333333333,"Feb"
"3",-0.859061316477477,1990.16666666667,"Mar"
"4",-0.628132936532636,1990.25,"Apr"
"5",-0.0469366831256098,1990.33333333333,"May"
"6",0.0496241931838785,1990.41666666667,"Jun"
"7",0.0389693963006524,1990.5,"Jul"
"8",0.0817762373752527,1990.58333333333,"Aug"
"9",0.0867971358812041,1990.66666666667,"Sep"
"10",0.0983967163001827,1990.75,"Oct"
"11",0.439185518248804,1990.83333333333,"Nov"
"12",1.0647085040485,1990.91666666667,"Dec"
"13",0.23364124278523,1991,"Jan"
"14",-0.523313953800054,1991.08333333333,"Feb"
"15",-0.878834669228862,1991.16666666667,"Mar"
"16",-0.668458441398965,1991.25,"Apr"
"17",-0.0882296187986636,1991.33333333333,"May"
"18",0.0605658648221717,1991.41666666667,"Jun"
"19",0.0698150892835674,1991.5,"Jul"
"20",0.101509070825774,1991.58333333333,"Aug"
"21",0.10729719625161,1991.66666666667,"Sep"
"22",0.118103321251005,1991.75,"Oct"
"23",0.438159494703352,1991.83333333333,"Nov"
"24",1.05048375301608,1991.91666666667,"Dec"
"25",0.249055412586119,1992,"Jan"
"26",-0.529924592480752,1992.08333333333,"Feb"
"27",-0.89715217333013,1992.16666666667,"Mar"
"28",-0.707541312505715,1992.25,"Apr"
"29",-0.128493135602677,1992.33333333333,"May"
"30",0.0723058781182827,1992.41666666667,"Jun"
"31",0.101228046713077,1992.5,"Jul"
"32",0.121637277121171,1992.58333333333,"Aug"
"33",0.128020737865174,1992.66666666667,"Sep"
"34",0.137932166344637,1992.75,"Oct"
"35",0.43715447020036,1992.83333333333,"Nov"
"36",1.03625209059019,1992.91666666667,"Dec"
"37",0.256808592330238,1993,"Jan"
"38",-0.537048825184483,1993.08333333333,"Feb"
"39",-0.909735953916256,1993.16666666667,"Mar"
"40",-0.738800599658544,1993.25,"Apr"
"41",-0.165086548522895,1993.33333333333,"May"
"42",0.0838871829540118,1993.41666666667,"Jun"
"43",0.132857642189548,1993.5,"Jul"
"44",0.141435779452563,1993.58333333333,"Aug"
"45",0.148455040967754,1993.66666666667,"Sep"
"46",0.157559744740011,1993.75,"Oct"
"47",0.430324289683173,1993.83333333333,"Nov"
"48",1.01077658283543,1993.91666666667,"Dec"
"49",0.265286816782851,1994,"Jan"
"50",-0.544057272220904,1994.08333333333,"Feb"
"51",-0.922813207876253,1994.16666666667,"Mar"
"52",-0.771670535232492,1994.25,"Apr"
"53",-0.204407784911477,1994.33333333333,"May"
"54",0.0912123356682078,1994.41666666667,"Jun"
"55",0.158702756891316,1994.5,"Jul"
"56",0.153736951626622,1994.58333333333,"Aug"
"57",0.159679164530371,1994.66666666667,"Sep"
"58",0.166363671372545,1994.75,"Oct"
"59",0.411056985180268,1994.83333333333,"Nov"
"60",0.971677415865485,1994.91666666667,"Dec"
"61",0.279478497872611,1995,"Jan"
"62",-0.518742969770264,1995.08333333333,"Feb"
"63",-0.892178425844392,1995.16666666667,"Mar"
"64",-0.743426383356344,1995.25,"Apr"
